id,interval_start,interval_end,consumption,mpan,meter_serial
1289,"2024-12-22 07:00:00","2024-12-22 08:00:00",0.0,1900015119183,19L3542545
1290,"2024-12-22 06:00:00","2024-12-22 07:00:00",0.001,1900015119183,19L3542545
1291,"2024-12-22 05:00:00","2024-12-22 06:00:00",0.265,1900015119183,19L3542545
1292,"2024-12-22 04:00:00","2024-12-22 05:00:00",0.508,1900015119183,19L3542545
1293,"2024-12-22 03:00:00","2024-12-22 04:00:00",0.527,1900015119183,19L3542545
1294,"2024-12-22 02:00:00","2024-12-22 03:00:00",0.521,1900015119183,19L3542545
1295,"2024-12-22 01:00:00","2024-12-22 02:00:00",9.946,1900015119183,19L3542545
1296,"2024-12-22 00:00:00","2024-12-22 01:00:00",12.269,1900015119183,19L3542545
1297,"2024-12-21 23:00:00","2024-12-22 00:00:00",1.042,1900015119183,19L3542545
1298,"2024-12-21 22:00:00","2024-12-21 23:00:00",0.001,1900015119183,19L3542545
1299,"2024-12-21 21:00:00","2024-12-21 22:00:00",0.0,1900015119183,19L3542545
1300,"2024-12-21 20:00:00","2024-12-21 21:00:00",0.001,1900015119183,19L3542545
1301,"2024-12-21 19:00:00","2024-12-21 20:00:00",0.0,1900015119183,19L3542545
1302,"2024-12-21 18:00:00","2024-12-21 19:00:00",0.0,1900015119183,19L3542545
1303,"2024-12-21 17:00:00","2024-12-21 18:00:00",0.001,1900015119183,19L3542545
1304,"2024-12-21 16:00:00","2024-12-21 17:00:00",4.196,1900015119183,19L3542545
1305,"2024-12-21 15:00:00","2024-12-21 16:00:00",8.837,1900015119183,19L3542545
1306,"2024-12-21 14:00:00","2024-12-21 15:00:00",0.0,1900015119183,19L3542545
1307,"2024-12-21 13:00:00","2024-12-21 14:00:00",0.001,1900015119183,19L3542545
1308,"2024-12-21 12:00:00","2024-12-21 13:00:00",0.001,1900015119183,19L3542545
1309,"2024-12-21 11:00:00","2024-12-21 12:00:00",0.0,1900015119183,19L3542545
1310,"2024-12-21 10:00:00","2024-12-21 11:00:00",0.0,1900015119183,19L3542545
1311,"2024-12-21 09:00:00","2024-12-21 10:00:00",0.155,1900015119183,19L3542545
1312,"2024-12-21 08:00:00","2024-12-21 09:00:00",8.74,1900015119183,19L3542545
1313,"2024-12-21 07:00:00","2024-12-21 08:00:00",0.001,1900015119183,19L3542545
1314,"2024-12-21 06:00:00","2024-12-21 07:00:00",0.0,1900015119183,19L3542545
1315,"2024-12-21 05:00:00","2024-12-21 06:00:00",0.283,1900015119183,19L3542545
1316,"2024-12-21 04:00:00","2024-12-21 05:00:00",0.548,1900015119183,19L3542545
1317,"2024-12-21 03:00:00","2024-12-21 04:00:00",0.616,1900015119183,19L3542545
1318,"2024-12-21 02:00:00","2024-12-21 03:00:00",6.091,1900015119183,19L3542545
1319,"2024-12-21 01:00:00","2024-12-21 02:00:00",16.007,1900015119183,19L3542545
1320,"2024-12-21 00:00:00","2024-12-21 01:00:00",0.0,1900015119183,19L3542545
1321,"2024-12-20 23:00:00","2024-12-21 00:00:00",0.0,1900015119183,19L3542545
1322,"2024-12-20 22:00:00","2024-12-20 23:00:00",0.0,1900015119183,19L3542545
1323,"2024-12-20 21:00:00","2024-12-20 22:00:00",0.0,1900015119183,19L3542545
1324,"2024-12-20 20:00:00","2024-12-20 21:00:00",0.0,1900015119183,19L3542545
1325,"2024-12-20 19:00:00","2024-12-20 20:00:00",0.0,1900015119183,19L3542545
1326,"2024-12-20 18:00:00","2024-12-20 19:00:00",0.001,1900015119183,19L3542545
1327,"2024-12-20 17:00:00","2024-12-20 18:00:00",0.0,1900015119183,19L3542545
1328,"2024-12-20 16:00:00","2024-12-20 17:00:00",0.0,1900015119183,19L3542545
1329,"2024-12-20 15:00:00","2024-12-20 16:00:00",0.0,1900015119183,19L3542545
1330,"2024-12-20 14:00:00","2024-12-20 15:00:00",0.0,1900015119183,19L3542545
1331,"2024-12-20 13:00:00","2024-12-20 14:00:00",0.0,1900015119183,19L3542545
1332,"2024-12-20 12:00:00","2024-12-20 13:00:00",0.006,1900015119183,19L3542545
1333,"2024-12-20 11:00:00","2024-12-20 12:00:00",0.0,1900015119183,19L3542545
1334,"2024-12-20 10:00:00","2024-12-20 11:00:00",0.009,1900015119183,19L3542545
1335,"2024-12-20 09:00:00","2024-12-20 10:00:00",0.004,1900015119183,19L3542545
1336,"2024-12-20 08:00:00","2024-12-20 09:00:00",3.555,1900015119183,19L3542545
1337,"2024-12-20 07:00:00","2024-12-20 08:00:00",5.642,1900015119183,19L3542545
1338,"2024-12-20 06:00:00","2024-12-20 07:00:00",0.001,1900015119183,19L3542545
1339,"2024-12-20 05:00:00","2024-12-20 06:00:00",0.333,1900015119183,19L3542545
1340,"2024-12-20 04:00:00","2024-12-20 05:00:00",0.716,1900015119183,19L3542545
1341,"2024-12-20 03:00:00","2024-12-20 04:00:00",1.185,1900015119183,19L3542545
1342,"2024-12-20 02:00:00","2024-12-20 03:00:00",0.554,1900015119183,19L3542545
1343,"2024-12-20 01:00:00","2024-12-20 02:00:00",8.944,1900015119183,19L3542545
1344,"2024-12-20 00:00:00","2024-12-20 01:00:00",7.414,1900015119183,19L3542545
1345,"2024-12-19 23:00:00","2024-12-20 00:00:00",0.0,1900015119183,19L3542545
1346,"2024-12-19 22:00:00","2024-12-19 23:00:00",0.0,1900015119183,19L3542545
1347,"2024-12-19 21:00:00","2024-12-19 22:00:00",0.001,1900015119183,19L3542545
1348,"2024-12-19 20:00:00","2024-12-19 21:00:00",0.0,1900015119183,19L3542545
1349,"2024-12-19 19:00:00","2024-12-19 20:00:00",0.0,1900015119183,19L3542545
1350,"2024-12-19 18:00:00","2024-12-19 19:00:00",0.001,1900015119183,19L3542545
1351,"2024-12-19 17:00:00","2024-12-19 18:00:00",0.0,1900015119183,19L3542545
1352,"2024-12-19 16:00:00","2024-12-19 17:00:00",0.0,1900015119183,19L3542545
1353,"2024-12-19 15:00:00","2024-12-19 16:00:00",0.0,1900015119183,19L3542545
1354,"2024-12-19 14:00:00","2024-12-19 15:00:00",0.0,1900015119183,19L3542545
1355,"2024-12-19 13:00:00","2024-12-19 14:00:00",0.0,1900015119183,19L3542545
1356,"2024-12-19 12:00:00","2024-12-19 13:00:00",0.005,1900015119183,19L3542545
1357,"2024-12-19 11:00:00","2024-12-19 12:00:00",1.591,1900015119183,19L3542545
1358,"2024-12-19 10:00:00","2024-12-19 11:00:00",10.057,1900015119183,19L3542545
1359,"2024-12-19 09:00:00","2024-12-19 10:00:00",1.213,1900015119183,19L3542545
1360,"2024-12-19 08:00:00","2024-12-19 09:00:00",0.0,1900015119183,19L3542545
1361,"2024-12-19 07:00:00","2024-12-19 08:00:00",0.0,1900015119183,19L3542545
1362,"2024-12-19 06:00:00","2024-12-19 07:00:00",0.001,1900015119183,19L3542545
1363,"2024-12-19 05:00:00","2024-12-19 06:00:00",0.544,1900015119183,19L3542545
1364,"2024-12-19 04:00:00","2024-12-19 05:00:00",0.619,1900015119183,19L3542545
1365,"2024-12-19 03:00:00","2024-12-19 04:00:00",1.939,1900015119183,19L3542545
1366,"2024-12-19 02:00:00","2024-12-19 03:00:00",9.471,1900015119183,19L3542545
1367,"2024-12-19 01:00:00","2024-12-19 02:00:00",17.636,1900015119183,19L3542545
1368,"2024-12-19 00:00:00","2024-12-19 01:00:00",7.835,1900015119183,19L3542545
1369,"2024-12-18 23:00:00","2024-12-19 00:00:00",0.0,1900015119183,19L3542545
1370,"2024-12-18 22:00:00","2024-12-18 23:00:00",0.0,1900015119183,19L3542545
1371,"2024-12-18 21:00:00","2024-12-18 22:00:00",0.0,1900015119183,19L3542545
1372,"2024-12-18 20:00:00","2024-12-18 21:00:00",0.0,1900015119183,19L3542545
1373,"2024-12-18 19:00:00","2024-12-18 20:00:00",0.001,1900015119183,19L3542545
1374,"2024-12-18 18:00:00","2024-12-18 19:00:00",0.001,1900015119183,19L3542545
1375,"2024-12-18 17:00:00","2024-12-18 18:00:00",0.0,1900015119183,19L3542545
1376,"2024-12-18 16:00:00","2024-12-18 17:00:00",0.0,1900015119183,19L3542545
1377,"2024-12-18 15:00:00","2024-12-18 16:00:00",0.0,1900015119183,19L3542545
1378,"2024-12-18 14:00:00","2024-12-18 15:00:00",0.0,1900015119183,19L3542545
1379,"2024-12-18 13:00:00","2024-12-18 14:00:00",0.0,1900015119183,19L3542545
1380,"2024-12-18 12:00:00","2024-12-18 13:00:00",0.0,1900015119183,19L3542545
1381,"2024-12-18 11:00:00","2024-12-18 12:00:00",0.001,1900015119183,19L3542545
1382,"2024-12-18 10:00:00","2024-12-18 11:00:00",0.0,1900015119183,19L3542545
1383,"2024-12-18 09:00:00","2024-12-18 10:00:00",0.0,1900015119183,19L3542545
1384,"2024-12-18 08:00:00","2024-12-18 09:00:00",0.001,1900015119183,19L3542545
1385,"2024-12-18 07:00:00","2024-12-18 08:00:00",0.001,1900015119183,19L3542545
1386,"2024-12-18 06:00:00","2024-12-18 07:00:00",0.001,1900015119183,19L3542545
1387,"2024-12-18 05:00:00","2024-12-18 06:00:00",0.4,1900015119183,19L3542545
1388,"2024-12-18 04:00:00","2024-12-18 05:00:00",0.685,1900015119183,19L3542545
1389,"2024-12-18 03:00:00","2024-12-18 04:00:00",0.719,1900015119183,19L3542545
1390,"2024-12-18 02:00:00","2024-12-18 03:00:00",2.568,1900015119183,19L3542545
1391,"2024-12-18 01:00:00","2024-12-18 02:00:00",12.601,1900015119183,19L3542545
1392,"2024-12-18 00:00:00","2024-12-18 01:00:00",10.459,1900015119183,19L3542545
1393,"2024-12-17 23:00:00","2024-12-18 00:00:00",6.149,1900015119183,19L3542545
1394,"2024-12-17 22:00:00","2024-12-17 23:00:00",7.263,1900015119183,19L3542545
1395,"2024-12-17 21:00:00","2024-12-17 22:00:00",1.659,1900015119183,19L3542545
1396,"2024-12-17 20:00:00","2024-12-17 21:00:00",0.001,1900015119183,19L3542545
1397,"2024-12-17 19:00:00","2024-12-17 20:00:00",0.0,1900015119183,19L3542545
1398,"2024-12-17 18:00:00","2024-12-17 19:00:00",0.0,1900015119183,19L3542545
1399,"2024-12-17 17:00:00","2024-12-17 18:00:00",0.001,1900015119183,19L3542545
1400,"2024-12-17 16:00:00","2024-12-17 17:00:00",0.0,1900015119183,19L3542545
1401,"2024-12-17 15:00:00","2024-12-17 16:00:00",0.0,1900015119183,19L3542545
1402,"2024-12-17 14:00:00","2024-12-17 15:00:00",0.0,1900015119183,19L3542545
1403,"2024-12-17 13:00:00","2024-12-17 14:00:00",0.0,1900015119183,19L3542545
1404,"2024-12-17 12:00:00","2024-12-17 13:00:00",0.001,1900015119183,19L3542545
1405,"2024-12-17 11:00:00","2024-12-17 12:00:00",0.001,1900015119183,19L3542545
1406,"2024-12-17 10:00:00","2024-12-17 11:00:00",0.0,1900015119183,19L3542545
1407,"2024-12-17 09:00:00","2024-12-17 10:00:00",0.038,1900015119183,19L3542545
1408,"2024-12-17 08:00:00","2024-12-17 09:00:00",7.883,1900015119183,19L3542545
1409,"2024-12-17 07:00:00","2024-12-17 08:00:00",0.0,1900015119183,19L3542545
1410,"2024-12-17 06:00:00","2024-12-17 07:00:00",0.001,1900015119183,19L3542545
1411,"2024-12-17 05:00:00","2024-12-17 06:00:00",0.559,1900015119183,19L3542545
1412,"2024-12-17 04:00:00","2024-12-17 05:00:00",0.561,1900015119183,19L3542545
1413,"2024-12-17 03:00:00","2024-12-17 04:00:00",0.647,1900015119183,19L3542545
1414,"2024-12-17 02:00:00","2024-12-17 03:00:00",7.815,1900015119183,19L3542545
1415,"2024-12-17 01:00:00","2024-12-17 02:00:00",12.762,1900015119183,19L3542545
1416,"2024-12-17 00:00:00","2024-12-17 01:00:00",7.8,1900015119183,19L3542545
1417,"2024-12-16 23:00:00","2024-12-17 00:00:00",0.122,1900015119183,19L3542545
1418,"2024-12-16 22:00:00","2024-12-16 23:00:00",0.0,1900015119183,19L3542545
1419,"2024-12-16 21:00:00","2024-12-16 22:00:00",0.001,1900015119183,19L3542545
1420,"2024-12-16 20:00:00","2024-12-16 21:00:00",0.0,1900015119183,19L3542545
1421,"2024-12-16 19:00:00","2024-12-16 20:00:00",0.0,1900015119183,19L3542545
1422,"2024-12-16 18:00:00","2024-12-16 19:00:00",0.001,1900015119183,19L3542545
1423,"2024-12-16 17:00:00","2024-12-16 18:00:00",0.0,1900015119183,19L3542545
1424,"2024-12-16 16:00:00","2024-12-16 17:00:00",0.0,1900015119183,19L3542545
1425,"2024-12-16 15:00:00","2024-12-16 16:00:00",0.0,1900015119183,19L3542545
1426,"2024-12-16 14:00:00","2024-12-16 15:00:00",0.001,1900015119183,19L3542545
1427,"2024-12-16 13:00:00","2024-12-16 14:00:00",0.0,1900015119183,19L3542545
1428,"2024-12-16 12:00:00","2024-12-16 13:00:00",3.238,1900015119183,19L3542545
1429,"2024-12-16 11:00:00","2024-12-16 12:00:00",0.0,1900015119183,19L3542545
1430,"2024-12-16 10:00:00","2024-12-16 11:00:00",0.0,1900015119183,19L3542545
1431,"2024-12-16 09:00:00","2024-12-16 10:00:00",0.0,1900015119183,19L3542545
1432,"2024-12-16 08:00:00","2024-12-16 09:00:00",6.694,1900015119183,19L3542545
1433,"2024-12-16 07:00:00","2024-12-16 08:00:00",1.948,1900015119183,19L3542545
1434,"2024-12-16 06:00:00","2024-12-16 07:00:00",0.0,1900015119183,19L3542545
1435,"2024-12-16 05:00:00","2024-12-16 06:00:00",0.743,1900015119183,19L3542545
1436,"2024-12-16 04:00:00","2024-12-16 05:00:00",0.511,1900015119183,19L3542545
1437,"2024-12-16 03:00:00","2024-12-16 04:00:00",0.523,1900015119183,19L3542545
1438,"2024-12-16 02:00:00","2024-12-16 03:00:00",1.972,1900015119183,19L3542545
1439,"2024-12-16 01:00:00","2024-12-16 02:00:00",14.135,1900015119183,19L3542545
1440,"2024-12-16 00:00:00","2024-12-16 01:00:00",7.855,1900015119183,19L3542545
1441,"2024-12-15 23:00:00","2024-12-16 00:00:00",10.155,1900015119183,19L3542545
1442,"2024-12-15 22:00:00","2024-12-15 23:00:00",5.488,1900015119183,19L3542545
1443,"2024-12-15 21:00:00","2024-12-15 22:00:00",0.0,1900015119183,19L3542545
1444,"2024-12-15 20:00:00","2024-12-15 21:00:00",0.0,1900015119183,19L3542545
1445,"2024-12-15 19:00:00","2024-12-15 20:00:00",0.001,1900015119183,19L3542545
1446,"2024-12-15 18:00:00","2024-12-15 19:00:00",0.0,1900015119183,19L3542545
1447,"2024-12-15 17:00:00","2024-12-15 18:00:00",0.0,1900015119183,19L3542545
1448,"2024-12-15 16:00:00","2024-12-15 17:00:00",0.0,1900015119183,19L3542545
1449,"2024-12-15 15:00:00","2024-12-15 16:00:00",0.001,1900015119183,19L3542545
1450,"2024-12-15 14:00:00","2024-12-15 15:00:00",0.0,1900015119183,19L3542545
1451,"2024-12-15 13:00:00","2024-12-15 14:00:00",0.0,1900015119183,19L3542545
1452,"2024-12-15 12:00:00","2024-12-15 13:00:00",0.0,1900015119183,19L3542545
1453,"2024-12-15 11:00:00","2024-12-15 12:00:00",0.0,1900015119183,19L3542545
1454,"2024-12-15 10:00:00","2024-12-15 11:00:00",0.0,1900015119183,19L3542545
1455,"2024-12-15 09:00:00","2024-12-15 10:00:00",4.443,1900015119183,19L3542545
1456,"2024-12-15 08:00:00","2024-12-15 09:00:00",6.442,1900015119183,19L3542545
1457,"2024-12-15 07:00:00","2024-12-15 08:00:00",0.024,1900015119183,19L3542545
1458,"2024-12-15 06:00:00","2024-12-15 07:00:00",0.001,1900015119183,19L3542545
1459,"2024-12-15 05:00:00","2024-12-15 06:00:00",0.338,1900015119183,19L3542545
1460,"2024-12-15 04:00:00","2024-12-15 05:00:00",0.765,1900015119183,19L3542545
1461,"2024-12-15 03:00:00","2024-12-15 04:00:00",0.57,1900015119183,19L3542545
1462,"2024-12-15 02:00:00","2024-12-15 03:00:00",8.169,1900015119183,19L3542545
1463,"2024-12-15 01:00:00","2024-12-15 02:00:00",10.382,1900015119183,19L3542545
1464,"2024-12-15 00:00:00","2024-12-15 01:00:00",15.308,1900015119183,19L3542545
1465,"2024-12-14 23:00:00","2024-12-15 00:00:00",2.525,1900015119183,19L3542545
1466,"2024-12-14 22:00:00","2024-12-14 23:00:00",0.0,1900015119183,19L3542545
1467,"2024-12-14 21:00:00","2024-12-14 22:00:00",0.0,1900015119183,19L3542545
1468,"2024-12-14 20:00:00","2024-12-14 21:00:00",0.001,1900015119183,19L3542545
1469,"2024-12-14 19:00:00","2024-12-14 20:00:00",0.0,1900015119183,19L3542545
1470,"2024-12-14 18:00:00","2024-12-14 19:00:00",0.001,1900015119183,19L3542545
1471,"2024-12-14 17:00:00","2024-12-14 18:00:00",0.0,1900015119183,19L3542545
1472,"2024-12-14 16:00:00","2024-12-14 17:00:00",0.0,1900015119183,19L3542545
1473,"2024-12-14 15:00:00","2024-12-14 16:00:00",0.0,1900015119183,19L3542545
1474,"2024-12-14 14:00:00","2024-12-14 15:00:00",0.0,1900015119183,19L3542545
1475,"2024-12-14 13:00:00","2024-12-14 14:00:00",0.0,1900015119183,19L3542545
1476,"2024-12-14 12:00:00","2024-12-14 13:00:00",0.002,1900015119183,19L3542545
1477,"2024-12-14 11:00:00","2024-12-14 12:00:00",0.001,1900015119183,19L3542545
1478,"2024-12-14 10:00:00","2024-12-14 11:00:00",0.001,1900015119183,19L3542545
1479,"2024-12-14 09:00:00","2024-12-14 10:00:00",2.185,1900015119183,19L3542545
1480,"2024-12-14 08:00:00","2024-12-14 09:00:00",3.573,1900015119183,19L3542545
1481,"2024-12-14 07:00:00","2024-12-14 08:00:00",14.351,1900015119183,19L3542545
1482,"2024-12-14 06:00:00","2024-12-14 07:00:00",4.545,1900015119183,19L3542545
1483,"2024-12-14 05:00:00","2024-12-14 06:00:00",1.098,1900015119183,19L3542545
1484,"2024-12-14 04:00:00","2024-12-14 05:00:00",0.605,1900015119183,19L3542545
1485,"2024-12-14 03:00:00","2024-12-14 04:00:00",3.379,1900015119183,19L3542545
1486,"2024-12-14 02:00:00","2024-12-14 03:00:00",8.875,1900015119183,19L3542545
1487,"2024-12-14 01:00:00","2024-12-14 02:00:00",9.169,1900015119183,19L3542545
1488,"2024-12-14 00:00:00","2024-12-14 01:00:00",2.966,1900015119183,19L3542545
1489,"2024-12-13 23:00:00","2024-12-14 00:00:00",0.003,1900015119183,19L3542545
1490,"2024-12-13 22:00:00","2024-12-13 23:00:00",4.347,1900015119183,19L3542545
1491,"2024-12-13 21:00:00","2024-12-13 22:00:00",7.364,1900015119183,19L3542545
1492,"2024-12-13 20:00:00","2024-12-13 21:00:00",5.429,1900015119183,19L3542545
1493,"2024-12-13 19:00:00","2024-12-13 20:00:00",0.896,1900015119183,19L3542545
1494,"2024-12-13 18:00:00","2024-12-13 19:00:00",0.002,1900015119183,19L3542545
1495,"2024-12-13 17:00:00","2024-12-13 18:00:00",0.001,1900015119183,19L3542545
1496,"2024-12-13 16:00:00","2024-12-13 17:00:00",0.001,1900015119183,19L3542545
1497,"2024-12-13 15:00:00","2024-12-13 16:00:00",0.0,1900015119183,19L3542545
1498,"2024-12-13 14:00:00","2024-12-13 15:00:00",0.001,1900015119183,19L3542545
1499,"2024-12-13 13:00:00","2024-12-13 14:00:00",0.0,1900015119183,19L3542545
1500,"2024-12-13 12:00:00","2024-12-13 13:00:00",0.001,1900015119183,19L3542545
1501,"2024-12-13 11:00:00","2024-12-13 12:00:00",0.072,1900015119183,19L3542545
1502,"2024-12-13 10:00:00","2024-12-13 11:00:00",8.952,1900015119183,19L3542545
1503,"2024-12-13 09:00:00","2024-12-13 10:00:00",0.001,1900015119183,19L3542545
1504,"2024-12-13 08:00:00","2024-12-13 09:00:00",0.0,1900015119183,19L3542545
1505,"2024-12-13 07:00:00","2024-12-13 08:00:00",0.0,1900015119183,19L3542545
1506,"2024-12-13 06:00:00","2024-12-13 07:00:00",0.003,1900015119183,19L3542545
1507,"2024-12-13 05:00:00","2024-12-13 06:00:00",0.265,1900015119183,19L3542545
1508,"2024-12-13 04:00:00","2024-12-13 05:00:00",0.53,1900015119183,19L3542545
1509,"2024-12-13 03:00:00","2024-12-13 04:00:00",0.561,1900015119183,19L3542545
1510,"2024-12-13 02:00:00","2024-12-13 03:00:00",5.679,1900015119183,19L3542545
1511,"2024-12-13 01:00:00","2024-12-13 02:00:00",12.429,1900015119183,19L3542545
1512,"2024-12-13 00:00:00","2024-12-13 01:00:00",8.748,1900015119183,19L3542545
1513,"2024-12-12 23:00:00","2024-12-13 00:00:00",0.001,1900015119183,19L3542545
1514,"2024-12-12 22:00:00","2024-12-12 23:00:00",0.0,1900015119183,19L3542545
1515,"2024-12-12 21:00:00","2024-12-12 22:00:00",0.0,1900015119183,19L3542545
1516,"2024-12-12 20:00:00","2024-12-12 21:00:00",0.0,1900015119183,19L3542545
1517,"2024-12-12 19:00:00","2024-12-12 20:00:00",0.0,1900015119183,19L3542545
1518,"2024-12-12 18:00:00","2024-12-12 19:00:00",0.0,1900015119183,19L3542545
1519,"2024-12-12 17:00:00","2024-12-12 18:00:00",0.0,1900015119183,19L3542545
1520,"2024-12-12 16:00:00","2024-12-12 17:00:00",0.001,1900015119183,19L3542545
1521,"2024-12-12 15:00:00","2024-12-12 16:00:00",0.0,1900015119183,19L3542545
1522,"2024-12-12 14:00:00","2024-12-12 15:00:00",0.0,1900015119183,19L3542545
1523,"2024-12-12 13:00:00","2024-12-12 14:00:00",0.0,1900015119183,19L3542545
1524,"2024-12-12 12:00:00","2024-12-12 13:00:00",0.001,1900015119183,19L3542545
1525,"2024-12-12 11:00:00","2024-12-12 12:00:00",0.0,1900015119183,19L3542545
1526,"2024-12-12 10:00:00","2024-12-12 11:00:00",0.0,1900015119183,19L3542545
1527,"2024-12-12 09:00:00","2024-12-12 10:00:00",3.502,1900015119183,19L3542545
1528,"2024-12-12 08:00:00","2024-12-12 09:00:00",5.598,1900015119183,19L3542545
1529,"2024-12-12 07:00:00","2024-12-12 08:00:00",0.001,1900015119183,19L3542545
1530,"2024-12-12 06:00:00","2024-12-12 07:00:00",0.001,1900015119183,19L3542545
1531,"2024-12-12 05:00:00","2024-12-12 06:00:00",0.454,1900015119183,19L3542545
1532,"2024-12-12 04:00:00","2024-12-12 05:00:00",0.589,1900015119183,19L3542545
1533,"2024-12-12 03:00:00","2024-12-12 04:00:00",0.515,1900015119183,19L3542545
1534,"2024-12-12 02:00:00","2024-12-12 03:00:00",6.21,1900015119183,19L3542545
1535,"2024-12-12 01:00:00","2024-12-12 02:00:00",11.564,1900015119183,19L3542545
1536,"2024-12-12 00:00:00","2024-12-12 01:00:00",7.29,1900015119183,19L3542545
1537,"2024-12-11 23:00:00","2024-12-12 00:00:00",7.72,1900015119183,19L3542545
1538,"2024-12-11 22:00:00","2024-12-11 23:00:00",3.154,1900015119183,19L3542545
1539,"2024-12-11 21:00:00","2024-12-11 22:00:00",6.05,1900015119183,19L3542545
1540,"2024-12-11 20:00:00","2024-12-11 21:00:00",0.0,1900015119183,19L3542545
1541,"2024-12-11 19:00:00","2024-12-11 20:00:00",0.0,1900015119183,19L3542545
1542,"2024-12-11 18:00:00","2024-12-11 19:00:00",0.003,1900015119183,19L3542545
1543,"2024-12-11 17:00:00","2024-12-11 18:00:00",0.0,1900015119183,19L3542545
1544,"2024-12-11 16:00:00","2024-12-11 17:00:00",0.001,1900015119183,19L3542545
1545,"2024-12-11 15:00:00","2024-12-11 16:00:00",0.0,1900015119183,19L3542545
1546,"2024-12-11 14:00:00","2024-12-11 15:00:00",0.0,1900015119183,19L3542545
1547,"2024-12-11 13:00:00","2024-12-11 14:00:00",0.0,1900015119183,19L3542545
1548,"2024-12-11 12:00:00","2024-12-11 13:00:00",0.0,1900015119183,19L3542545
1549,"2024-12-11 11:00:00","2024-12-11 12:00:00",0.032,1900015119183,19L3542545
1550,"2024-12-11 10:00:00","2024-12-11 11:00:00",6.429,1900015119183,19L3542545
1551,"2024-12-11 09:00:00","2024-12-11 10:00:00",0.001,1900015119183,19L3542545
1552,"2024-12-11 08:00:00","2024-12-11 09:00:00",0.0,1900015119183,19L3542545
1553,"2024-12-11 07:00:00","2024-12-11 08:00:00",0.001,1900015119183,19L3542545
1554,"2024-12-11 06:00:00","2024-12-11 07:00:00",0.001,1900015119183,19L3542545
1555,"2024-12-11 05:00:00","2024-12-11 06:00:00",0.578,1900015119183,19L3542545
1556,"2024-12-11 04:00:00","2024-12-11 05:00:00",0.547,1900015119183,19L3542545
1557,"2024-12-11 03:00:00","2024-12-11 04:00:00",0.56,1900015119183,19L3542545
1558,"2024-12-11 02:00:00","2024-12-11 03:00:00",5.331,1900015119183,19L3542545
1559,"2024-12-11 01:00:00","2024-12-11 02:00:00",14.857,1900015119183,19L3542545
1560,"2024-12-11 00:00:00","2024-12-11 01:00:00",3.422,1900015119183,19L3542545
1561,"2024-12-10 23:00:00","2024-12-11 00:00:00",7.858,1900015119183,19L3542545
1562,"2024-12-10 22:00:00","2024-12-10 23:00:00",8.099,1900015119183,19L3542545
1563,"2024-12-10 21:00:00","2024-12-10 22:00:00",8.253,1900015119183,19L3542545
1564,"2024-12-10 20:00:00","2024-12-10 21:00:00",9.55,1900015119183,19L3542545
1565,"2024-12-10 19:00:00","2024-12-10 20:00:00",0.0,1900015119183,19L3542545
1566,"2024-12-10 18:00:00","2024-12-10 19:00:00",0.0,1900015119183,19L3542545
1567,"2024-12-10 17:00:00","2024-12-10 18:00:00",0.0,1900015119183,19L3542545
1568,"2024-12-10 16:00:00","2024-12-10 17:00:00",0.0,1900015119183,19L3542545
1569,"2024-12-10 15:00:00","2024-12-10 16:00:00",0.0,1900015119183,19L3542545
1570,"2024-12-10 14:00:00","2024-12-10 15:00:00",0.0,1900015119183,19L3542545
1571,"2024-12-10 13:00:00","2024-12-10 14:00:00",0.0,1900015119183,19L3542545
1572,"2024-12-10 12:00:00","2024-12-10 13:00:00",0.0,1900015119183,19L3542545
1573,"2024-12-10 11:00:00","2024-12-10 12:00:00",0.0,1900015119183,19L3542545
1574,"2024-12-10 10:00:00","2024-12-10 11:00:00",0.0,1900015119183,19L3542545
1575,"2024-12-10 09:00:00","2024-12-10 10:00:00",0.001,1900015119183,19L3542545
1576,"2024-12-10 08:00:00","2024-12-10 09:00:00",0.0,1900015119183,19L3542545
1577,"2024-12-10 07:00:00","2024-12-10 08:00:00",0.0,1900015119183,19L3542545
1578,"2024-12-10 06:00:00","2024-12-10 07:00:00",0.001,1900015119183,19L3542545
1579,"2024-12-10 05:00:00","2024-12-10 06:00:00",0.504,1900015119183,19L3542545
1580,"2024-12-10 04:00:00","2024-12-10 05:00:00",0.715,1900015119183,19L3542545
1581,"2024-12-10 03:00:00","2024-12-10 04:00:00",0.557,1900015119183,19L3542545
1582,"2024-12-10 02:00:00","2024-12-10 03:00:00",5.163,1900015119183,19L3542545
1583,"2024-12-10 01:00:00","2024-12-10 02:00:00",12.707,1900015119183,19L3542545
1584,"2024-12-10 00:00:00","2024-12-10 01:00:00",4.075,1900015119183,19L3542545
1585,"2024-12-09 23:00:00","2024-12-10 00:00:00",0.182,1900015119183,19L3542545
1586,"2024-12-09 22:00:00","2024-12-09 23:00:00",0.0,1900015119183,19L3542545
1587,"2024-12-09 21:00:00","2024-12-09 22:00:00",0.0,1900015119183,19L3542545
1588,"2024-12-09 20:00:00","2024-12-09 21:00:00",0.002,1900015119183,19L3542545
1589,"2024-12-09 19:00:00","2024-12-09 20:00:00",0.052,1900015119183,19L3542545
1590,"2024-12-09 18:00:00","2024-12-09 19:00:00",0.014,1900015119183,19L3542545
1591,"2024-12-09 17:00:00","2024-12-09 18:00:00",0.155,1900015119183,19L3542545
